: sem1_capital-conturies
아테네 그리스 바그다드 이라크
스피노자 네덜란드 케플러 독일
스피노자 네덜란드 코페르니쿠스 폴란드
스피노자 네덜란드 클레오파트라 이집트
스피노자 네덜란드 타고르 인도
스피노자 네덜란드 톨스토이 러시아
스피노자 네덜란드 파스칼 프랑스
스피노자 네덜란드 플라톤 그리스
스피노자 네덜란드 피카소 스페인
스피노자 네덜란드 피타고라스 그리스
스피노자 네덜란드 헤겔 독일
스피노자 네덜란드 호치민 베트남
스피노자 네덜란드 호킹 영국
아리스토텔레스 그리스 안데르센 덴마크
아리스토텔레스 그리스 에디슨 미국
아리스토텔레스 그리스 유클리드 그리스
아리스토텔레스 그리스 잔다르크 프랑스
아리스토텔레스 그리스 제갈량 중국
아리스토텔레스 그리스 징기스칸 몽골
아리스토텔레스 그리스 카이사르 로마
아리스토텔레스 그리스 칸트 독일
아리스토텔레스 그리스 케플러 독일
아리스토텔레스 그리스 코페르니쿠스 폴란드
아리스토텔레스 그리스 클레오파트라 이집트
아리스토텔레스 그리스 타고르 인도
아리스토텔레스 그리스 톨스토이 러시아
아리스토텔레스 그리스 파스칼 프랑스
아리스토텔레스 그리스 플라톤 그리스
아리스토텔레스 그리스 피카소 스페인
아리스토텔레스 그리스 피타고라스 그리스
아리스토텔레스 그리스 헤겔 독일
아리스토텔레스 그리스 호치민 베트남
아리스토텔레스 그리스 호킹 영국
안데르센 덴마크 에디슨 미국
안데르센 덴마크 유클리드 그리스
안데르센 덴마크 잔다르크 프랑스
안데르센 덴마크 제갈량 중국
안데르센 덴마크 징기스칸 몽골
안데르센 덴마크 카이사르 로마
안데르센 덴마크 칸트 독일
안데르센 덴마크 케플러 독일
안데르센 덴마크 코페르니쿠스 폴란드
안데르센 덴마크 클레오파트라 이집트
안데르센 덴마크 타고르 인도
안데르센 덴마크 톨스토이 러시아
안데르센 덴마크 파스칼 프랑스
안데르센 덴마크 플라톤 그리스
안데르센 덴마크 피카소 스페인
안데르센 덴마크 피타고라스 그리스
안데르센 덴마크 헤겔 독일
안데르센 덴마크 호치민 베트남
안데르센 덴마크 호킹 영국
에디슨 미국 유클리드 그리스
에디슨 미국 잔다르크 프랑스
에디슨 미국 제갈량 중국
에디슨 미국 징기스칸 몽골
에디슨 미국 카이사르 로마
에디슨 미국 칸트 독일
에디슨 미국 케플러 독일
에디슨 미국 코페르니쿠스 폴란드
에디슨 미국 클레오파트라 이집트
에디슨 미국 타고르 인도
에디슨 미국 톨스토이 러시아
에디슨 미국 파스칼 프랑스
에디슨 미국 플라톤 그리스
에디슨 미국 피카소 스페인
에디슨 미국 피타고라스 그리스
에디슨 미국 헤겔 독일
에디슨 미국 호치민 베트남
에디슨 미국 호킹 영국
유클리드 그리스 잔다르크 프랑스
유클리드 그리스 제갈량 중국
유클리드 그리스 징기스칸 몽골
유클리드 그리스 카이사르 로마
유클리드 그리스 칸트 독일
유클리드 그리스 케플러 독일
유클리드 그리스 코페르니쿠스 폴란드
유클리드 그리스 클레오파트라 이집트
유클리드 그리스 타고르 인도
유클리드 그리스 톨스토이 러시아
유클리드 그리스 파스칼 프랑스
유클리드 그리스 플라톤 그리스
유클리드 그리스 피카소 스페인
유클리드 그리스 피타고라스 그리스
유클리드 그리스 헤겔 독일
유클리드 그리스 호치민 베트남
유클리드 그리스 호킹 영국
잔다르크 프랑스 제갈량 중국
잔다르크 프랑스 징기스칸 몽골
잔다르크 프랑스 카이사르 로마
잔다르크 프랑스 칸트 독일
잔다르크 프랑스 케플러 독일
잔다르크 프랑스 코페르니쿠스 폴란드
잔다르크 프랑스 클레오파트라 이집트
잔다르크 프랑스 타고르 인도
잔다르크 프랑스 톨스토이 러시아
잔다르크 프랑스 파스칼 프랑스
잔다르크 프랑스 플라톤 그리스
잔다르크 프랑스 피카소 스페인
잔다르크 프랑스 피타고라스 그리스
잔다르크 프랑스 헤겔 독일
잔다르크 프랑스 호치민 베트남
잔다르크 프랑스 호킹 영국
제갈량 중국 징기스칸 몽골
제갈량 중국 카이사르 로마
제갈량 중국 칸트 독일
제갈량 중국 케플러 독일
제갈량 중국 코페르니쿠스 폴란드
제갈량 중국 클레오파트라 이집트
제갈량 중국 타고르 인도
제갈량 중국 톨스토이 러시아
제갈량 중국 파스칼 프랑스
제갈량 중국 플라톤 그리스
제갈량 중국 피카소 스페인
제갈량 중국 피타고라스 그리스
제갈량 중국 헤겔 독일
제갈량 중국 호치민 베트남
제갈량 중국 호킹 영국
징기스칸 몽골 카이사르 로마
징기스칸 몽골 칸트 독일
징기스칸 몽골 케플러 독일
징기스칸 몽골 코페르니쿠스 폴란드
징기스칸 몽골 클레오파트라 이집트
징기스칸 몽골 타고르 인도
징기스칸 몽골 톨스토이 러시아
징기스칸 몽골 파스칼 프랑스
징기스칸 몽골 플라톤 그리스
징기스칸 몽골 피카소 스페인
징기스칸 몽골 피타고라스 그리스
징기스칸 몽골 헤겔 독일
징기스칸 몽골 호치민 베트남
징기스칸 몽골 호킹 영국
카이사르 로마 칸트 독일
카이사르 로마 케플러 독일
카이사르 로마 코페르니쿠스 폴란드
카이사르 로마 클레오파트라 이집트
카이사르 로마 타고르 인도
카이사르 로마 톨스토이 러시아
카이사르 로마 파스칼 프랑스
카이사르 로마 플라톤 그리스
카이사르 로마 피카소 스페인
카이사르 로마 피타고라스 그리스
카이사르 로마 헤겔 독일
카이사르 로마 호치민 베트남
카이사르 로마 호킹 영국
칸트 독일 케플러 독일
칸트 독일 코페르니쿠스 폴란드
칸트 독일 클레오파트라 이집트
칸트 독일 타고르 인도
칸트 독일 톨스토이 러시아
칸트 독일 파스칼 프랑스
칸트 독일 플라톤 그리스
칸트 독일 피카소 스페인
칸트 독일 피타고라스 그리스
칸트 독일 헤겔 독일
칸트 독일 호치민 베트남
칸트 독일 호킹 영국
케플러 독일 코페르니쿠스 폴란드
케플러 독일 클레오파트라 이집트
케플러 독일 타고르 인도
케플러 독일 톨스토이 러시아
케플러 독일 파스칼 프랑스
케플러 독일 플라톤 그리스
케플러 독일 피카소 스페인
케플러 독일 피타고라스 그리스
케플러 독일 헤겔 독일
케플러 독일 호치민 베트남
케플러 독일 호킹 영국
코페르니쿠스 폴란드 클레오파트라 이집트
코페르니쿠스 폴란드 타고르 인도
코페르니쿠스 폴란드 톨스토이 러시아
코페르니쿠스 폴란드 파스칼 프랑스
코페르니쿠스 폴란드 플라톤 그리스
코페르니쿠스 폴란드 피카소 스페인
코페르니쿠스 폴란드 피타고라스 그리스
코페르니쿠스 폴란드 헤겔 독일
코페르니쿠스 폴란드 호치민 베트남
코페르니쿠스 폴란드 호킹 영국
클레오파트라 이집트 타고르 인도
클레오파트라 이집트 톨스토이 러시아
클레오파트라 이집트 파스칼 프랑스
클레오파트라 이집트 플라톤 그리스
클레오파트라 이집트 피카소 스페인
클레오파트라 이집트 피타고라스 그리스
클레오파트라 이집트 헤겔 독일
클레오파트라 이집트 호치민 베트남
클레오파트라 이집트 호킹 영국
타고르 인도 톨스토이 러시아
: sem4_country-language
안도라 카탈루냐어 아르헨티나 스페인어
안도라 카탈루냐어 호주 영어
안도라 카탈루냐어 오스트리아 독일어
안도라 카탈루냐어 바하마 영어
안도라 카탈루냐어 방글라데시 벵골어
안도라 카탈루냐어 바베이도스 영어
안도라 카탈루냐어 벨리즈 영어
안도라 카탈루냐어 볼리비아 스페인어
안도라 카탈루냐어 브라질 포르투갈어
안도라 카탈루냐어 캄보디아 크메르어
안도라 카탈루냐어 칠레 스페인어
안도라 카탈루냐어 콜롬비아 스페인어
안도라 카탈루냐어 쿠바 스페인어
안도라 카탈루냐어 이집트 아랍어
안도라 카탈루냐어 에티오피아 암하라어
안도라 카탈루냐어 피지 영어
안도라 카탈루냐어 과테말라 스페인어
안도라 카탈루냐어 가이아나 영어
안도라 카탈루냐어 요르단 아랍어
안도라 카탈루냐어 쿠웨이트 아랍어
안도라 카탈루냐어 모잠비크 포르투갈어
안도라 카탈루냐어 네덜란드 네덜란드어
안도라 카탈루냐어 니카라과 스페인어
안도라 카탈루냐어 팔레스타인 아랍어
안도라 카탈루냐어 페루 스페인어
안도라 카탈루냐어 시리아 아랍어
안도라 카탈루냐어 대만 중국어
안도라 카탈루냐어 미국 영어
안도라 카탈루냐어 베네수엘라 스페인어
안도라 카탈루냐어 대한민국 한국어
안도라 카탈루냐어 중국 중국어
안도라 카탈루냐어 일본 일본어
안도라 카탈루냐어 이란 페르시아어
안도라 카탈루냐어 러시아 러시아어
안도라 카탈루냐어 리히텐슈타인 독일어
안도라 카탈루냐어 몽골 몽골어
안도라 카탈루냐어 세네갈 프랑스어
안도라 카탈루냐어 스페인 스페인어
안도라 카탈루냐어 포르투갈 포르투갈어
안도라 카탈루냐어 말레이시아 말레이어
안도라 카탈루냐어 이집트 아랍어
안도라 카탈루냐어 이탈리아 이탈리아어
안도라 카탈루냐어 체코 체코어
안도라 카탈루냐어 미얀아 버마어
안도라 카탈루냐어 에콰도르 스페인어
아르헨티나 스페인어 호주 영어
아르헨티나 스페인어 오스트리아 독일어
아르헨티나 스페인어 바하마 영어
아르헨티나 스페인어 방글라데시 벵골어
아르헨티나 스페인어 바베이도스 영어
아르헨티나 스페인어 벨리즈 영어
아르헨티나 스페인어 볼리비아 스페인어
아르헨티나 스페인어 브라질 포르투갈어
아르헨티나 스페인어 캄보디아 크메르어
아르헨티나 스페인어 칠레 스페인어
아르헨티나 스페인어 콜롬비아 스페인어
아르헨티나 스페인어 쿠바 스페인어
아르헨티나 스페인어 이집트 아랍어
아르헨티나 스페인어 에티오피아 암하라어
아르헨티나 스페인어 피지 영어
아르헨티나 스페인어 과테말라 스페인어
아르헨티나 스페인어 가이아나 영어
아르헨티나 스페인어 요르단 아랍어
아르헨티나 스페인어 쿠웨이트 아랍어
아르헨티나 스페인어 모잠비크 포르투갈어
아르헨티나 스페인어 네덜란드 네덜란드어
아르헨티나 스페인어 니카라과 스페인어
아르헨티나 스페인어 팔레스타인 아랍어
아르헨티나 스페인어 페루 스페인어
아르헨티나 스페인어 시리아 아랍어
아르헨티나 스페인어 대만 중국어
아르헨티나 스페인어 미국 영어
아르헨티나 스페인어 베네수엘라 스페인어
아르헨티나 스페인어 대한민국 한국어
아르헨티나 스페인어 중국 중국어
아르헨티나 스페인어 일본 일본어
아르헨티나 스페인어 이란 페르시아어
아르헨티나 스페인어 러시아 러시아어
아르헨티나 스페인어 리히텐슈타인 독일어
아르헨티나 스페인어 몽골 몽골어
아르헨티나 스페인어 세네갈 프랑스어
아르헨티나 스페인어 스페인 스페인어
아르헨티나 스페인어 포르투갈 포르투갈어
아르헨티나 스페인어 말레이시아 말레이어
아르헨티나 스페인어 이집트 아랍어
아르헨티나 스페인어 이탈리아 이탈리아어
아르헨티나 스페인어 체코 체코어
아르헨티나 스페인어 미얀아 버마어
아르헨티나 스페인어 에콰도르 스페인어
호주 영어 오스트리아 독일어
호주 영어 바하마 영어
호주 영어 방글라데시 벵골어
호주 영어 바베이도스 영어
호주 영어 벨리즈 영어
호주 영어 볼리비아 스페인어
호주 영어 브라질 포르투갈어
호주 영어 캄보디아 크메르어
호주 영어 칠레 스페인어
호주 영어 콜롬비아 스페인어
호주 영어 쿠바 스페인어
호주 영어 이집트 아랍어
호주 영어 에티오피아 암하라어
호주 영어 피지 영어
호주 영어 과테말라 스페인어
호주 영어 가이아나 영어
호주 영어 요르단 아랍어
호주 영어 쿠웨이트 아랍어
호주 영어 모잠비크 포르투갈어
호주 영어 네덜란드 네덜란드어
호주 영어 니카라과 스페인어
호주 영어 팔레스타인 아랍어
호주 영어 페루 스페인어
호주 영어 시리아 아랍어
호주 영어 대만 중국어
호주 영어 미국 영어
호주 영어 베네수엘라 스페인어
호주 영어 대한민국 한국어
호주 영어 중국 중국어
호주 영어 일본 일본어
호주 영어 이란 페르시아어
호주 영어 러시아 러시아어
호주 영어 리히텐슈타인 독일어
호주 영어 몽골 몽골어
호주 영어 세네갈 프랑스어
호주 영어 스페인 스페인어
호주 영어 포르투갈 포르투갈어
호주 영어 말레이시아 말레이어
호주 영어 이집트 아랍어
호주 영어 이탈리아 이탈리아어
호주 영어 체코 체코어
호주 영어 미얀아 버마어
호주 영어 에콰도르 스페인어
오스트리아 독일어 바하마 영어
오스트리아 독일어 방글라데시 벵골어
오스트리아 독일어 바베이도스 영어
오스트리아 독일어 벨리즈 영어
오스트리아 독일어 볼리비아 스페인어
오스트리아 독일어 브라질 포르투갈어
오스트리아 독일어 캄보디아 크메르어
오스트리아 독일어 칠레 스페인어
오스트리아 독일어 콜롬비아 스페인어
오스트리아 독일어 쿠바 스페인어
오스트리아 독일어 이집트 아랍어
